target,horizon,spatial_fold,temporal_fold,group,importance
c_maize_fao,2,0,0,FLDAS,0.011437336914241314
c_maize_fao,2,0,0,Spatial ID,0.6439284682273865
c_maize_fao,2,0,0,Static,0.002124849706888199
c_maize_fao,2,0,0,Temporal,0.007206848822534084
c_maize_fao,2,0,0,Vegetation,0.002269288059324026
c_maize_fao,2,0,1,Autoregressive,0.36508995294570923
c_maize_fao,2,0,1,Climate Index,0.005513619165867567
c_maize_fao,2,0,1,Conflict,0.00040939822793006897
c_maize_fao,2,0,1,FLDAS,0.0045500327832996845
c_maize_fao,2,0,1,Spatial ID,0.6177610158920288
c_maize_fao,2,0,1,Static,0.0011763146612793207
c_maize_fao,2,0,1,Temporal,0.0038497112691402435
c_maize_fao,2,0,1,Vegetation,0.0016500132624059916
c_maize_fao,2,0,2,Autoregressive,0.9065214991569519
c_maize_fao,2,0,2,Climate Index,0.00665107648819685
c_maize_fao,2,0,2,Conflict,0.0008223358308896422
c_maize_fao,2,0,2,FLDAS,0.00690663093701005
c_maize_fao,2,0,2,Spatial ID,0.06973118335008621
c_maize_fao,2,0,2,Static,0.001986750168725848
c_maize_fao,2,0,2,Temporal,0.004868095275014639
c_maize_fao,2,0,2,Vegetation,0.002512312727048993
c_maize_fao,2,1,0,Autoregressive,0.7586777210235596
c_maize_fao,2,1,0,Climate Index,0.0465969555079937
c_maize_fao,2,1,0,Conflict,0.0008155729155987501
c_maize_fao,2,1,0,FLDAS,0.01900363527238369
c_maize_fao,2,1,0,Spatial ID,0.14873811602592468
c_maize_fao,2,1,0,Static,0.003409836906939745
c_maize_fao,2,1,0,Temporal,0.019220789894461632
c_maize_fao,2,1,0,Vegetation,0.0035373754799365997
c_maize_fao,2,1,1,Autoregressive,0.9121062159538269
c_maize_fao,2,1,1,Climate Index,0.01972484216094017
c_maize_fao,2,1,1,Conflict,0.0014862222597002983
c_maize_fao,2,1,1,FLDAS,0.010824714787304401
c_maize_fao,2,1,1,Spatial ID,0.041612960398197174
c_maize_fao,2,1,1,Static,0.0021145271603018045
c_maize_fao,2,1,1,Temporal,0.009266451932489872
c_maize_fao,2,1,1,Vegetation,0.0028641424141824245
c_maize_fao,2,1,2,Autoregressive,0.9232013821601868
c_maize_fao,2,1,2,Climate Index,0.01574784703552723
c_maize_fao,2,1,2,Conflict,0.0013082351069897413
c_maize_fao,2,1,2,FLDAS,0.009707015939056873
c_maize_fao,2,1,2,Spatial ID,0.03732207790017128
c_maize_fao,2,1,2,Static,0.002241584239527583
c_maize_fao,2,1,2,Temporal,0.007635666988790035
c_maize_fao,2,1,2,Vegetation,0.0028362241573631763
c_maize_fao,2,2,0,Autoregressive,0.4115993082523346
c_maize_fao,2,2,0,Climate Index,0.0168655663728714
c_maize_fao,2,2,0,Conflict,0.0006856642430648208
c_maize_fao,2,2,0,FLDAS,0.01052879448980093
c_maize_fao,2,2,0,Spatial ID,0.5426152348518372
c_maize_fao,2,2,0,Static,0.0024516223929822445
c_maize_fao,2,2,0,Temporal,0.012028345838189125
c_maize_fao,2,2,0,Vegetation,0.0032254690304398537
c_maize_fao,2,2,1,Autoregressive,0.3558283746242523
c_maize_fao,2,2,1,Climate Index,0.006348130293190479
c_maize_fao,2,2,1,Conflict,0.000397365540266037
c_maize_fao,2,2,1,FLDAS,0.0034582638181746006
c_maize_fao,2,2,1,Spatial ID,0.6275660395622253
c_maize_fao,2,2,1,Static,0.0008640475571155548
c_maize_fao,2,2,1,Temporal,0.0040478575974702835
c_maize_fao,2,2,1,Vegetation,0.0014899186789989471
c_maize_fao,2,2,2,Autoregressive,0.8809694051742554
c_maize_fao,2,2,2,Climate Index,0.006569176912307739
c_maize_fao,2,2,2,Conflict,0.000835307699162513
c_maize_fao,2,2,2,FLDAS,0.005743823945522308
c_maize_fao,2,2,2,Spatial ID,0.09833294153213501
c_maize_fao,2,2,2,Static,0.0012867902405560017
c_maize_fao,2,2,2,Temporal,0.0038945567794144154
c_maize_fao,2,2,2,Vegetation,0.0023679379373788834
c_maize_fao,2,3,0,Autoregressive,0.41143035888671875
c_maize_fao,2,3,0,Climate Index,0.025546524673700333
c_maize_fao,2,3,0,Conflict,0.0008561968570575118
c_maize_fao,2,3,0,FLDAS,0.01667139120399952
c_maize_fao,2,3,0,Spatial ID,0.526013195514679
c_maize_fao,2,3,0,Static,0.0019181250827386975
c_maize_fao,2,3,0,Temporal,0.01519947499036789
c_maize_fao,2,3,0,Vegetation,0.002364757936447859
c_maize_fao,2,3,1,Autoregressive,0.8070366382598877
c_maize_fao,2,3,1,Climate Index,0.015192203223705292
c_maize_fao,2,3,1,Conflict,0.000993313966318965
c_maize_fao,2,3,1,FLDAS,0.00853823870420456
c_maize_fao,2,3,1,Spatial ID,0.15347854793071747
c_maize_fao,2,3,1,Static,0.001457893056795001
c_maize_fao,2,3,1,Temporal,0.010760650038719177
c_maize_fao,2,3,1,Vegetation,0.002542587462812662
c_maize_fao,2,3,2,Autoregressive,0.9259719848632812
c_maize_fao,2,3,2,Climate Index,0.012272752821445465
c_maize_fao,2,3,2,Conflict,0.0011210334487259388
c_maize_fao,2,3,2,FLDAS,0.009426974691450596
c_maize_fao,2,3,2,Spatial ID,0.03897552192211151
c_maize_fao,2,3,2,Static,0.001655961968936026
c_maize_fao,2,3,2,Temporal,0.007989102974534035
c_maize_fao,2,3,2,Vegetation,0.0025867680087685585
c_maize_fao,2,4,0,Autoregressive,0.309463769197464
c_maize_fao,2,4,0,Climate Index,0.019015640020370483
c_maize_fao,2,4,0,Conflict,0.0005187222268432379
c_maize_fao,2,4,0,FLDAS,0.008116289041936398
c_maize_fao,2,4,0,Spatial ID,0.6496999859809875
c_maize_fao,2,4,0,Static,0.001431913347914815
c_maize_fao,2,4,0,Temporal,0.010303087532520294
c_maize_fao,2,4,0,Vegetation,0.0014505743747577071
c_maize_fao,2,4,1,Autoregressive,0.8880113363265991
c_maize_fao,2,4,1,Climate Index,0.015486224554479122
c_maize_fao,2,4,1,Conflict,0.0011103857541456819
c_maize_fao,2,4,1,FLDAS,0.00846591591835022
c_maize_fao,2,4,1,Spatial ID,0.07331421226263046
c_maize_fao,2,4,1,Static,0.0014808264095336199
c_maize_fao,2,4,1,Temporal,0.009310003370046616
c_maize_fao,2,4,1,Vegetation,0.0028210440650582314
c_maize_fao,2,4,2,Autoregressive,0.9328904747962952
c_maize_fao,2,4,2,Climate Index,0.011003123596310616
c_maize_fao,2,4,2,Conflict,0.00116759876254946
c_maize_fao,2,4,2,FLDAS,0.008197903633117676
c_maize_fao,2,4,2,Spatial ID,0.035429324954748154
c_maize_fao,2,4,2,Static,0.0014661054592579603
c_maize_fao,2,4,2,Temporal,0.007371482905000448
c_maize_fao,2,4,2,Vegetation,0.002474036533385515
c_maize_fao,3,0,0,Autoregressive,0.03851450979709625
c_maize_fao,3,0,0,Climate Index,0.005210799630731344
c_maize_fao,3,0,0,Conflict,0.0001779541198629886
c_maize_fao,3,0,0,FLDAS,0.003997537307441235
c_maize_fao,3,0,0,Spatial ID,0.946662962436676
c_maize_fao,3,0,0,Static,0.0010414310963824391
c_maize_fao,3,0,0,Temporal,0.0033810101449489594
c_maize_fao,3,0,0,Vegetation,0.001013823552057147
c_maize_fao,3,0,1,Autoregressive,0.21626023948192596
c_maize_fao,3,0,1,Climate Index,0.005525828339159489
c_maize_fao,3,0,1,Conflict,0.00036859180545434356
c_maize_fao,3,0,1,FLDAS,0.00452344911172986
c_maize_fao,3,0,1,Spatial ID,0.7655583024024963
c_maize_fao,3,0,1,Static,0.0013992689782753587
c_maize_fao,3,0,1,Temporal,0.004366769455373287
c_maize_fao,3,0,1,Vegetation,0.0019974536262452602
c_maize_fao,3,0,2,Autoregressive,0.770203173160553
c_maize_fao,3,0,2,Climate Index,0.009913698770105839
c_maize_fao,3,0,2,Conflict,0.0009420582791790366
c_maize_fao,3,0,2,FLDAS,0.010012010112404823
c_maize_fao,3,0,2,Spatial ID,0.19441719353199005
c_maize_fao,3,0,2,Static,0.0029065064154565334
c_maize_fao,3,0,2,Temporal,0.007825185544788837
c_maize_fao,3,0,2,Vegetation,0.0037802758160978556
c_maize_fao,3,1,0,Autoregressive,0.44980400800704956
c_maize_fao,3,1,0,Climate Index,0.03963404893875122
c_maize_fao,3,1,0,Conflict,0.0006748921587131917
c_maize_fao,3,1,0,FLDAS,0.023993857204914093
c_maize_fao,3,1,0,Spatial ID,0.453594833612442
c_maize_fao,3,1,0,Static,0.004106130916625261
c_maize_fao,3,1,0,Temporal,0.02516363188624382
c_maize_fao,3,1,0,Vegetation,0.0030285557731986046
c_maize_fao,3,1,1,Autoregressive,0.7654275894165039
c_maize_fao,3,1,1,Climate Index,0.026015453040599823
c_maize_fao,3,1,1,Conflict,0.0013883026549592614
c_maize_fao,3,1,1,FLDAS,0.016304612159729004
c_maize_fao,3,1,1,Spatial ID,0.16595153510570526
c_maize_fao,3,1,1,Static,0.0032819481566548347
c_maize_fao,3,1,1,Temporal,0.01726778969168663
c_maize_fao,3,1,1,Vegetation,0.004362827632576227
c_maize_fao,3,1,2,Autoregressive,0.8803504705429077
c_maize_fao,3,1,2,Climate Index,0.022017773240804672
c_maize_fao,3,1,2,Conflict,0.0017448626458644867
c_maize_fao,3,1,2,FLDAS,0.014464478008449078
c_maize_fao,3,1,2,Spatial ID,0.05781874433159828
c_maize_fao,3,1,2,Static,0.003288223873823881
c_maize_fao,3,1,2,Temporal,0.015243835747241974
c_maize_fao,3,1,2,Vegetation,0.005071582272648811
c_maize_fao,3,2,0,Autoregressive,0.031331926584243774
c_maize_fao,3,2,0,Climate Index,0.0050386786460876465
c_maize_fao,3,2,0,Conflict,0.00018635157903190702
c_maize_fao,3,2,0,FLDAS,0.0025654786732047796
c_maize_fao,3,2,0,Spatial ID,0.9548905491828918
c_maize_fao,3,2,0,Static,0.0009291456080973148
c_maize_fao,3,2,0,Temporal,0.003888336941599846
c_maize_fao,3,2,0,Vegetation,0.0011694692075252533
c_maize_fao,3,2,1,Autoregressive,0.14067111909389496
c_maize_fao,3,2,1,Climate Index,0.00474970880895853
c_maize_fao,3,2,1,Conflict,0.0002907352172769606
c_maize_fao,3,2,1,FLDAS,0.00336441770195961
c_maize_fao,3,2,1,Spatial ID,0.8446105122566223
c_maize_fao,3,2,1,Static,0.0009900368750095367
c_maize_fao,3,2,1,Temporal,0.003595466958358884
c_maize_fao,3,2,1,Vegetation,0.001728088827803731
c_maize_fao,3,2,2,Autoregressive,0.6690635681152344
c_maize_fao,3,2,2,Climate Index,0.009240617044270039
c_maize_fao,3,2,2,Conflict,0.0009002898004837334
c_maize_fao,3,2,2,FLDAS,0.006644323468208313
c_maize_fao,3,2,2,Spatial ID,0.30289286375045776
c_maize_fao,3,2,2,Static,0.0016783226747065783
c_maize_fao,3,2,2,Temporal,0.006424733437597752
c_maize_fao,3,2,2,Vegetation,0.0031552352011203766
c_maize_fao,3,3,0,Autoregressive,0.03132644295692444
c_maize_fao,3,3,0,Climate Index,0.005594373214989901
c_maize_fao,3,3,0,Conflict,0.0001752197276800871
c_maize_fao,3,3,0,FLDAS,0.004092693794518709
c_maize_fao,3,3,0,Spatial ID,0.9537695050239563
c_maize_fao,3,3,0,Static,0.00039711949648335576
c_maize_fao,3,3,0,Temporal,0.004125470295548439
c_maize_fao,3,3,0,Vegetation,0.0005191988311707973
c_maize_fao,3,3,1,Autoregressive,0.7507896423339844
c_maize_fao,3,3,1,Climate Index,0.02216240204870701
c_maize_fao,3,3,1,Conflict,0.001533116097562015
c_maize_fao,3,3,1,FLDAS,0.013303854502737522
c_maize_fao,3,3,1,Spatial ID,0.1876441389322281
c_maize_fao,3,3,1,Static,0.0024211080744862556
c_maize_fao,3,3,1,Temporal,0.01783994771540165
c_maize_fao,3,3,1,Vegetation,0.004305655602365732
c_maize_fao,3,3,2,Autoregressive,0.8556181192398071
c_maize_fao,3,3,2,Climate Index,0.018047062680125237
c_maize_fao,3,3,2,Conflict,0.0013811924727633595
c_maize_fao,3,3,2,FLDAS,0.013223227113485336
c_maize_fao,3,3,2,Spatial ID,0.09158150851726532
c_maize_fao,3,3,2,Static,0.0024477005936205387
c_maize_fao,3,3,2,Temporal,0.013253830373287201
c_maize_fao,3,3,2,Vegetation,0.0044472236186265945
c_maize_fao,3,4,0,Autoregressive,0.05046870559453964
c_maize_fao,3,4,0,Climate Index,0.006864109076559544
c_maize_fao,3,4,0,Conflict,0.00021237728651612997
c_maize_fao,3,4,0,FLDAS,0.004312719218432903
c_maize_fao,3,4,0,Spatial ID,0.9302387237548828
c_maize_fao,3,4,0,Static,0.0008844695403240621
c_maize_fao,3,4,0,Temporal,0.006229153834283352
c_maize_fao,3,4,0,Vegetation,0.0007897089817561209
c_maize_fao,3,4,1,Autoregressive,0.7347267270088196
c_maize_fao,3,4,1,Climate Index,0.020580703392624855
c_maize_fao,3,4,1,Conflict,0.0013651869958266616
c_maize_fao,3,4,1,FLDAS,0.01246272586286068
c_maize_fao,3,4,1,Spatial ID,0.20841018855571747
c_maize_fao,3,4,1,Static,0.002412792993709445
c_maize_fao,3,4,1,Temporal,0.015862397849559784
c_maize_fao,3,4,1,Vegetation,0.004179446958005428
c_maize_fao,3,4,2,Autoregressive,0.8548064827919006
c_maize_fao,3,4,2,Climate Index,0.016155796125531197
c_maize_fao,3,4,2,Conflict,0.0015156182926148176
c_maize_fao,3,4,2,FLDAS,0.01213464792817831
c_maize_fao,3,4,2,Spatial ID,0.09630756080150604
c_maize_fao,3,4,2,Static,0.002469665138050914
c_maize_fao,3,4,2,Temporal,0.012080125510692596
c_maize_fao,3,4,2,Vegetation,0.00453020166605711
c_sorghum,1,0,0,Autoregressive,0.9334689378738403
c_sorghum,1,0,0,Climate Index,0.015680070966482162
c_sorghum,1,0,0,Conflict,0.0014915047213435173
c_sorghum,1,0,0,FLDAS,0.024587124586105347
c_sorghum,1,0,0,Spatial ID,0.0021717743948101997
c_sorghum,1,0,0,Static,0.0048285131342709064
c_sorghum,1,0,0,Temporal,0.011424841359257698
c_sorghum,1,0,0,Vegetation,0.0063471365720033646
c_sorghum,1,0,1,Autoregressive,0.9415457248687744
c_sorghum,1,0,1,Climate Index,0.014951873570680618
c_sorghum,1,0,1,Conflict,0.0016904881922528148
c_sorghum,1,0,1,FLDAS,0.02127007581293583
c_sorghum,1,0,1,Spatial ID,0.002069571753963828
c_sorghum,1,0,1,Static,0.003978188615292311
c_sorghum,1,0,1,Temporal,0.006557370536029339
c_sorghum,1,0,1,Vegetation,0.007936812937259674
c_sorghum,1,0,2,Autoregressive,0.960493266582489
c_sorghum,1,0,2,Climate Index,0.008542229421436787
c_sorghum,1,0,2,Conflict,0.0016578268259763718
c_sorghum,1,0,2,FLDAS,0.015482127666473389
c_sorghum,1,0,2,Spatial ID,0.002122354693710804
c_sorghum,1,0,2,Static,0.002564898692071438
c_sorghum,1,0,2,Temporal,0.004600902553647757
c_sorghum,1,0,2,Vegetation,0.0045363036915659904
c_sorghum,1,1,0,Autoregressive,0.960580587387085
c_sorghum,1,1,0,Climate Index,0.009085897356271744
c_sorghum,1,1,0,Conflict,0.0008222403703257442
c_sorghum,1,1,0,FLDAS,0.014178902842104435
c_sorghum,1,1,0,Spatial ID,0.0022054307628422976
c_sorghum,1,1,0,Static,0.0037376717664301395
c_sorghum,1,1,0,Temporal,0.0055205803364515305
c_sorghum,1,1,0,Vegetation,0.0038686729967594147
c_sorghum,1,1,1,Autoregressive,0.9627164006233215
c_sorghum,1,1,1,Climate Index,0.009314727038145065
c_sorghum,1,1,1,Conflict,0.0016617181245237589
c_sorghum,1,1,1,FLDAS,0.013370934873819351
c_sorghum,1,1,1,Spatial ID,0.001164542743936181
c_sorghum,1,1,1,Static,0.002938278717920184
c_sorghum,1,1,1,Temporal,0.003764927387237549
c_sorghum,1,1,1,Vegetation,0.005068404134362936
c_sorghum,1,1,2,Autoregressive,0.975489616394043
c_sorghum,1,1,2,Climate Index,0.005754050798714161
c_sorghum,1,1,2,Conflict,0.0009173387661576271
c_sorghum,1,1,2,FLDAS,0.009262287057936192
c_sorghum,1,1,2,Spatial ID,0.001201380742713809
c_sorghum,1,1,2,Static,0.0015190265839919448
c_sorghum,1,1,2,Temporal,0.0027480630669742823
c_sorghum,1,1,2,Vegetation,0.0031082388013601303
c_sorghum,1,2,0,Autoregressive,0.9020054340362549
c_sorghum,1,2,0,Climate Index,0.017464306205511093
c_sorghum,1,2,0,Conflict,0.002800589194521308
c_sorghum,1,2,0,FLDAS,0.04380565136671066
c_sorghum,1,2,0,Spatial ID,0.002937108976766467
c_sorghum,1,2,0,Static,0.008270329795777798
c_sorghum,1,2,0,Temporal,0.013332602567970753
c_sorghum,1,2,0,Vegetation,0.009384064003825188
c_sorghum,1,2,1,Autoregressive,0.9435567855834961
c_sorghum,1,2,1,Climate Index,0.015115403570234776
c_sorghum,1,2,1,Conflict,0.0019086380489170551
c_sorghum,1,2,1,FLDAS,0.020600687712430954
c_sorghum,1,2,1,Spatial ID,0.0019558959174901247
c_sorghum,1,2,1,Static,0.0037384112365543842
c_sorghum,1,2,1,Temporal,0.006154871545732021
c_sorghum,1,2,1,Vegetation,0.0069692088291049
c_sorghum,1,2,2,Autoregressive,0.9636584520339966
c_sorghum,1,2,2,Climate Index,0.009017868898808956
c_sorghum,1,2,2,Conflict,0.0016395930433645844
c_sorghum,1,2,2,FLDAS,0.013110474683344364
c_sorghum,1,2,2,Spatial ID,0.0013227848103269935
c_sorghum,1,2,2,Static,0.0021544655319303274
c_sorghum,1,2,2,Temporal,0.004859692882746458
c_sorghum,1,2,2,Vegetation,0.004236601758748293
c_sorghum,1,3,0,Autoregressive,0.917569100856781
c_sorghum,1,3,0,Climate Index,0.016284439712762833
c_sorghum,1,3,0,Conflict,0.002883687149733305
c_sorghum,1,3,0,FLDAS,0.04040534049272537
c_sorghum,1,3,0,Spatial ID,0.005372081883251667
c_sorghum,1,3,0,Static,0.0030233568977564573
c_sorghum,1,3,0,Temporal,0.010530171915888786
c_sorghum,1,3,0,Vegetation,0.003931882791221142
c_sorghum,1,3,1,Autoregressive,0.9332595467567444
c_sorghum,1,3,1,Climate Index,0.014558617025613785
c_sorghum,1,3,1,Conflict,0.002189182909205556
c_sorghum,1,3,1,FLDAS,0.02312605082988739
c_sorghum,1,3,1,Spatial ID,0.003252920927479863
c_sorghum,1,3,1,Static,0.003002497600391507
c_sorghum,1,3,1,Temporal,0.014951084740459919
c_sorghum,1,3,1,Vegetation,0.005660127382725477
c_sorghum,1,3,2,Autoregressive,0.950968861579895
c_sorghum,1,3,2,Climate Index,0.010968508198857307
c_sorghum,1,3,2,Conflict,0.0027071028016507626
c_sorghum,1,3,2,FLDAS,0.015305130742490292
c_sorghum,1,3,2,Spatial ID,0.002767374273389578
c_sorghum,1,3,2,Static,0.005410138983279467
c_sorghum,1,3,2,Temporal,0.007380292285233736
c_sorghum,1,3,2,Vegetation,0.0044926488772034645
c_sorghum,1,4,0,Autoregressive,0.9455382227897644
c_sorghum,1,4,0,Climate Index,0.011411497369408607
c_sorghum,1,4,0,Conflict,0.0022891946136951447
c_sorghum,1,4,0,FLDAS,0.020380200818181038
c_sorghum,1,4,0,Spatial ID,0.0027208770625293255
c_sorghum,1,4,0,Static,0.0052368370816111565
c_sorghum,1,4,0,Temporal,0.007603717967867851
c_sorghum,1,4,0,Vegetation,0.0048193852417171
c_sorghum,1,4,1,Autoregressive,0.9530835151672363
c_sorghum,1,4,1,Climate Index,0.012076016515493393
c_sorghum,1,4,1,Conflict,0.001516129239462316
c_sorghum,1,4,1,FLDAS,0.015841593965888023
c_sorghum,1,4,1,Spatial ID,0.0025146144907921553
c_sorghum,1,4,1,Static,0.003405363764613867
c_sorghum,1,4,1,Temporal,0.004761446267366409
c_sorghum,1,4,1,Vegetation,0.006801276467740536
c_sorghum,1,4,2,Autoregressive,0.969931423664093
c_sorghum,1,4,2,Climate Index,0.006734368856996298
c_sorghum,1,4,2,Conflict,0.001501123420894146
c_sorghum,1,4,2,FLDAS,0.010980131104588509
c_sorghum,1,4,2,Spatial ID,0.0016507450491189957
c_sorghum,1,4,2,Static,0.002098828088492155
c_sorghum,1,4,2,Temporal,0.003167077898979187
c_sorghum,1,4,2,Vegetation,0.0039362250827252865
c_sorghum,2,0,0,Autoregressive,0.8142210245132446
c_sorghum,2,0,0,Climate Index,0.04686347022652626
c_sorghum,2,0,0,Conflict,0.002995415823534131
c_sorghum,2,0,0,FLDAS,0.07432276010513306
c_sorghum,2,0,0,Spatial ID,0.00805419310927391
c_sorghum,2,0,0,Static,0.009839540347456932
c_sorghum,2,0,0,Temporal,0.029300138354301453
c_sorghum,2,0,0,Vegetation,0.01440353598445654
c_sorghum,2,0,1,Autoregressive,0.8805136680603027
c_sorghum,2,0,1,Climate Index,0.03528115153312683
c_sorghum,2,0,1,Conflict,0.002891294891014695
c_sorghum,2,0,1,FLDAS,0.041209831833839417
c_sorghum,2,0,1,Spatial ID,0.003680336754769087
c_sorghum,2,0,1,Static,0.008660905994474888
c_sorghum,2,0,1,Temporal,0.015328933484852314
c_sorghum,2,0,1,Vegetation,0.01243377011269331
c_sorghum,2,0,2,Autoregressive,0.928917646408081
c_sorghum,2,0,2,Climate Index,0.01892174780368805
c_sorghum,2,0,2,Conflict,0.002660944126546383
c_sorghum,2,0,2,FLDAS,0.025391191244125366
c_sorghum,2,0,2,Spatial ID,0.0034456681460142136
c_sorghum,2,0,2,Static,0.00421129260212183
c_sorghum,2,0,2,Temporal,0.009216275066137314
c_sorghum,2,0,2,Vegetation,0.007235280238091946
c_sorghum,2,1,0,Autoregressive,0.905073344707489
c_sorghum,2,1,0,Climate Index,0.024128397926688194
c_sorghum,2,1,0,Conflict,0.003041024086996913
c_sorghum,2,1,0,FLDAS,0.03740721195936203
c_sorghum,2,1,0,Spatial ID,0.0040005785413086414
c_sorghum,2,1,0,Static,0.009992280043661594
c_sorghum,2,1,0,Temporal,0.01141290832310915
c_sorghum,2,1,0,Vegetation,0.004944233223795891
c_sorghum,2,1,1,Autoregressive,0.9255759119987488
c_sorghum,2,1,1,Climate Index,0.019237980246543884
c_sorghum,2,1,1,Conflict,0.001989204902201891
c_sorghum,2,1,1,FLDAS,0.02992440015077591
c_sorghum,2,1,1,Spatial ID,0.0025567749980837107
c_sorghum,2,1,1,Static,0.007213525474071503
c_sorghum,2,1,1,Temporal,0.007237762678414583
c_sorghum,2,1,1,Vegetation,0.006264557596296072
c_sorghum,2,1,2,Autoregressive,0.9541124701499939
c_sorghum,2,1,2,Climate Index,0.010794313624501228
c_sorghum,2,1,2,Conflict,0.0012724004918709397
c_sorghum,2,1,2,FLDAS,0.018658263608813286
c_sorghum,2,1,2,Spatial ID,0.0026822001673281193
c_sorghum,2,1,2,Static,0.003828279674053192
c_sorghum,2,1,2,Temporal,0.004856583662331104
c_sorghum,2,1,2,Vegetation,0.0037954370491206646
c_sorghum,2,2,0,Autoregressive,0.7950268983840942
c_sorghum,2,2,0,Climate Index,0.050294797867536545
c_sorghum,2,2,0,Conflict,0.002874500583857298
c_sorghum,2,2,0,FLDAS,0.09251606464385986
c_sorghum,2,2,0,Spatial ID,0.0034730713814496994
c_sorghum,2,2,0,Static,0.01256647426635027
c_sorghum,2,2,0,Temporal,0.02884075790643692
c_sorghum,2,2,0,Vegetation,0.014407439157366753
c_sorghum,2,2,1,Autoregressive,0.8673385977745056
c_sorghum,2,2,1,Climate Index,0.0356820672750473
c_sorghum,2,2,1,Conflict,0.0034849224612116814
c_sorghum,2,2,1,FLDAS,0.05050159990787506
c_sorghum,2,2,1,Spatial ID,0.004348739981651306
c_sorghum,2,2,1,Static,0.01019633561372757
c_sorghum,2,2,1,Temporal,0.01510840654373169
c_sorghum,2,2,1,Vegetation,0.013339459896087646
c_sorghum,2,2,2,Autoregressive,0.9261037707328796
c_sorghum,2,2,2,Climate Index,0.020058730617165565
c_sorghum,2,2,2,Conflict,0.0025799160357564688
c_sorghum,2,2,2,FLDAS,0.026289192959666252
c_sorghum,2,2,2,Spatial ID,0.003790895454585552
c_sorghum,2,2,2,Static,0.004815099760890007
c_sorghum,2,2,2,Temporal,0.00955992005765438
c_sorghum,2,2,2,Vegetation,0.006802555173635483
c_sorghum,2,3,0,Autoregressive,0.7441298961639404
c_sorghum,2,3,0,Climate Index,0.04634101316332817
c_sorghum,2,3,0,Conflict,0.004064585082232952
c_sorghum,2,3,0,FLDAS,0.1478433459997177
c_sorghum,2,3,0,Spatial ID,0.013683820143342018
c_sorghum,2,3,0,Static,0.005895969923585653
c_sorghum,2,3,0,Temporal,0.02855611965060234
c_sorghum,2,3,0,Vegetation,0.009485149756073952
c_sorghum,2,3,1,Autoregressive,0.8400324583053589
c_sorghum,2,3,1,Climate Index,0.03905647248029709
c_sorghum,2,3,1,Conflict,0.003128277137875557
c_sorghum,2,3,1,FLDAS,0.05372066795825958
c_sorghum,2,3,1,Spatial ID,0.006347042508423328
c_sorghum,2,3,1,Static,0.005155039019882679
c_sorghum,2,3,1,Temporal,0.04105795547366142
c_sorghum,2,3,1,Vegetation,0.011502073146402836
c_sorghum,2,3,2,Autoregressive,0.9003799557685852
c_sorghum,2,3,2,Climate Index,0.026548851281404495
c_sorghum,2,3,2,Conflict,0.0036916639655828476
c_sorghum,2,3,2,FLDAS,0.031281813979148865
c_sorghum,2,3,2,Spatial ID,0.006552880629897118
c_sorghum,2,3,2,Static,0.007724398747086525
c_sorghum,2,3,2,Temporal,0.016109827905893326
c_sorghum,2,3,2,Vegetation,0.007710639853030443
c_sorghum,2,4,0,Autoregressive,0.8304546475410461
c_sorghum,2,4,0,Climate Index,0.03837435320019722
c_sorghum,2,4,0,Conflict,0.004070447292178869
c_sorghum,2,4,0,FLDAS,0.06984677910804749
c_sorghum,2,4,0,Spatial ID,0.007522396743297577
c_sorghum,2,4,0,Static,0.010844510048627853
c_sorghum,2,4,0,Temporal,0.02454189956188202
c_sorghum,2,4,0,Vegetation,0.014344864524900913
c_sorghum,2,4,1,Autoregressive,0.9056450724601746
c_sorghum,2,4,1,Climate Index,0.026806702837347984
c_sorghum,2,4,1,Conflict,0.002609310206025839
c_sorghum,2,4,1,FLDAS,0.03230947628617287
c_sorghum,2,4,1,Spatial ID,0.004522792529314756
c_sorghum,2,4,1,Static,0.0072103869169950485
c_sorghum,2,4,1,Temporal,0.009312205947935581
c_sorghum,2,4,1,Vegetation,0.011583936400711536
c_sorghum,2,4,2,Autoregressive,0.9394522309303284
c_sorghum,2,4,2,Climate Index,0.014394105412065983
c_sorghum,2,4,2,Conflict,0.002488603349775076
c_sorghum,2,4,2,FLDAS,0.022227145731449127
c_sorghum,2,4,2,Spatial ID,0.004301861859858036
c_sorghum,2,4,2,Static,0.0040928758680820465
c_sorghum,2,4,2,Temporal,0.006371273659169674
c_sorghum,2,4,2,Vegetation,0.0066718147136271
c_sorghum,3,0,0,Autoregressive,0.6542667746543884
c_sorghum,3,0,0,Climate Index,0.11095412820577621
c_sorghum,3,0,0,Conflict,0.005827347282320261
c_sorghum,3,0,0,FLDAS,0.10991297662258148
c_sorghum,3,0,0,Spatial ID,0.00906471535563469
c_sorghum,3,0,0,Static,0.019787851721048355
c_sorghum,3,0,0,Temporal,0.06877724826335907
c_sorghum,3,0,0,Vegetation,0.021408945322036743
c_sorghum,3,0,1,Autoregressive,0.777032196521759
c_sorghum,3,0,1,Climate Index,0.07472235709428787
c_sorghum,3,0,1,Conflict,0.0036140759475529194
c_sorghum,3,0,1,FLDAS,0.06831099838018417
c_sorghum,3,0,1,Spatial ID,0.007327191531658173
c_sorghum,3,0,1,Static,0.019780874252319336
c_sorghum,3,0,1,Temporal,0.030196450650691986
c_sorghum,3,0,1,Vegetation,0.019015800207853317
